MeterID,Zone,ConsumerType,Date,EnergyConsymed_kwh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR4990,South,Residential,05-02-2025,224.7,7.5,4,Active,6.5
MTR4991,Central,Commercial,24-10-2025,682.2,23.9,1,Faulty,8.2
MTR4992,North,Industrial,15-09-2025,1253,38.9,17,Active,9.5
MTR4993,North,Industrial,04-01-2025,2071.5,74.8,1,Active,9.5
MTR4994,South,Industrial,09-09-2025,1596.3,47.5,5,Active,9.5
MTR4995,Central,Industrial,17-07-2025,1318.5,49.1,4,Active,9.5
MTR4996,North,Industrial,11-05-2025,1647.9,65,26,Active,9.5
MTR4997,South,Commercial,12-07-2025,611,19.4,2,Active,8.2
MTR4998,Central,Commercial,11-02-2025,755.3,24.3,0,Active,8.2
MTR4999,North,Residential,10-05-2025,284.8,8.8,11,Active,6.5
MTR5000,North,Residential,29-01-2025,254.8,7.7,3,Active,6.5
MTR5001,North,Industrial,15-02-2025,1760.5,52.2,9,Active,9.5
MTR5002,Central,Commercial,30-08-2025,830,27.5,5,Active,8.2
MTR5003,Central,Industrial,01-08-2025,1287.7,37.1,7,Active,9.5
MTR5004,North,Commercial,16-11-2025,859.8,27.8,17,Active,8.2
MTR5005,South,Industrial,24-05-2025,1799.6,51.5,2,Active,9.5
MTR5006,Central,Residential,19-03-2025,230.5,6.6,0,Active,6.5
MTR5007,Central,Residential,20-05-2025,236.3,8.5,8,Active,6.5
MTR5008,Central,Residential,18-09-2025,216.8,6.9,2,Active,6.5
MTR5009,Central,Industrial,23-03-2025,1508.7,59.1,1,Active,9.5
MTR5010,Central,Residential,12-01-2025,238.7,8.3,0,Active,6.5
MTR5011,Central,Industrial,08-11-2025,1461.3,51.8,6,Active,9.5
MTR5012,South,Commercial,18-09-2025,745.2,24.4,19,Active,8.2
MTR5013,Central,Industrial,27-03-2025,1820.1,61.2,9,Faulty,9.5
MTR5014,South,Residential,08-06-2025,297.4,10,0,Active,6.5
MTR5015,Central,Commercial,22-08-2025,890.9,34.4,1,Active,8.2
MTR5016,South,Commercial,31-05-2025,666.7,19.1,5,Active,8.2
MTR5017,Central,Residential,11-10-2025,210.1,6.9,0,Active,6.5
MTR5018,North,Commercial,09-12-2025,730.3,22.4,3,Active,8.2
MTR5019,North,Commercial,09-06-2025,774.5,24.1,8,Active,8.2
MTR5020,North,Commercial,07-05-2025,823.4,27.9,14,Active,8.2
MTR5021,South,Residential,22-08-2025,244.2,7.6,30,Active,6.5
MTR5022,Central,Residential,09-05-2025,207.2,7.4,2,Active,6.5
MTR5023,Central,Residential,13-09-2025,282.5,10.4,5,Faulty,6.5
MTR5024,Central,Commercial,28-07-2025,822.2,25.5,1,Active,8.2
MTR5025,Central,Industrial,14-01-2025,1737,59,5,Active,9.5
MTR5026,Central,Industrial,09-07-2025,1823.7,55.5,0,Active,9.5
MTR5027,South,Commercial,29-01-2025,770,27.9,1,Active,8.2
MTR5028,South,Industrial,11-12-2025,1666.1,51.6,13,Active,9.5
MTR5029,Central,Industrial,01-08-2025,1889.8,72.3,3,Active,9.5
MTR5030,Central,Industrial,24-09-2025,1524.5,47.1,2,Faulty,9.5
MTR5031,North,Industrial,12-12-2025,1259.2,41.3,8,Faulty,9.5
MTR5032,South,Industrial,08-07-2025,1654.4,62.1,12,Active,9.5
MTR5033,South,Residential,19-11-2025,284,10.8,20,Active,6.5
MTR5034,Central,Industrial,19-09-2025,1529.5,44.7,10,Active,9.5
MTR5035,South,Commercial,27-11-2025,1004.3,30.9,37,Active,8.2
MTR5036,Central,Industrial,13-03-2025,1861.1,55.2,1,Active,9.5
MTR5037,North,Residential,16-07-2025,296.3,11.3,13,Active,6.5
MTR5038,Central,Industrial,01-08-2025,1621.1,51.9,2,Active,9.5
MTR5039,South,Residential,02-01-2025,266.2,9.7,0,Active,6.5
MTR5040,Central,Industrial,11-06-2025,1368.3,53.3,17,Active,9.5
MTR5041,South,Residential,15-08-2025,270.9,8.9,8,Active,6.5
MTR5042,South,Commercial,07-11-2025,858.8,31.3,2,Active,8.2
MTR5043,Central,Industrial,01-01-2025,2103.2,79.5,4,Faulty,9.5
MTR5044,Central,Industrial,19-02-2025,1673.8,62.8,2,Faulty,9.5
MTR5045,Central,Commercial,30-09-2025,864,27.4,0,Active,8.2
MTR5046,North,Industrial,13-05-2025,1911.5,57.4,18,Active,9.5
MTR5047,North,Commercial,27-01-2025,872.7,30,5,Active,8.2
MTR5048,Central,Residential,30-08-2025,238.3,8.7,4,Active,6.5
MTR5049,North,Industrial,09-05-2025,1543.4,58.9,1,Active,9.5
MTR5050,Central,Residential,20-10-2025,195,6.4,1,Active,6.5
MTR5051,South,Commercial,02-08-2025,798.9,24.9,7,Active,8.2
MTR5052,Central,Residential,14-10-2025,165.7,5.7,4,Active,6.5
MTR5053,Central,Industrial,07-08-2025,1515.1,45.3,23,Active,9.5
MTR5054,North,Commercial,30-07-2025,648.9,21.2,2,Active,8.2
MTR5055,Central,Industrial,19-01-2025,1703.4,55.5,2,Active,9.5
MTR5056,North,Residential,29-11-2025,263.3,8.1,1,Active,6.5
MTR5057,South,Residential,02-08-2025,334.1,12.2,6,Active,6.5
MTR5058,South,Residential,13-02-2025,260.8,7.6,0,Active,6.5
MTR5059,Central,Industrial,29-12-2025,1628.4,61.7,20,Active,9.5
MTR5060,Central,Commercial,04-03-2025,652.9,19,0,Active,8.2
MTR5061,North,Residential,05-10-2025,292.7,8.7,14,Active,6.5
MTR5062,North,Residential,04-09-2025,224.7,7.4,4,Active,6.5
MTR5063,Central,Residential,04-03-2025,216.4,7,15,Active,6.5
MTR5064,Central,Commercial,22-09-2025,980.7,29.9,10,Active,8.2
MTR5065,North,Industrial,06-12-2025,1357.7,43.8,18,Active,9.5
MTR5066,South,Residential,05-06-2025,342.1,10.8,6,Active,6.5
MTR5067,North,Industrial,15-06-2025,1178.3,37.7,5,Active,9.5
MTR5068,Central,Industrial,14-11-2025,1465.6,43.7,1,Active,9.5
MTR5069,Central,Residential,11-06-2025,227.3,6.5,2,Active,6.5
MTR5070,North,Industrial,30-01-2025,1658.3,52.8,1,Active,9.5
MTR5071,Central,Industrial,25-05-2025,1584.3,50.3,7,Active,9.5
MTR5072,Central,Commercial,11-09-2025,1060.1,36.2,0,Active,8.2
MTR5073,North,Industrial,13-04-2025,1314.5,40.6,2,Active,9.5
MTR5074,Central,Commercial,13-04-2025,790.5,24.8,17,Active,8.2
MTR5075,North,Residential,26-07-2025,224.7,6.8,13,Active,6.5
MTR5076,South,Industrial,09-04-2025,1541.5,50.5,5,Faulty,9.5
MTR5077,Central,Commercial,09-01-2025,918.2,27.6,2,Active,8.2
MTR5078,South,Commercial,12-01-2025,671.3,21.7,5,Active,8.2
MTR5079,Central,Residential,21-08-2025,345.5,12.7,6,Faulty,6.5
MTR5080,North,Residential,01-12-2025,217.6,7.7,12,Active,6.5
MTR5081,South,Industrial,17-09-2025,2131.2,61.9,4,Active,9.5
MTR5082,South,Residential,21-02-2025,147.9,5.2,1,Active,6.5
MTR5083,North,Commercial,04-06-2025,562.4,16.7,4,Active,8.2
MTR5084,Central,Residential,26-10-2025,276.4,9,3,Active,6.5
MTR5085,South,Commercial,31-01-2025,704.8,25.5,7,Active,8.2
MTR5086,South,Industrial,03-01-2025,1818.1,57.3,2,Active,9.5
MTR5087,North,Residential,01-06-2025,310.5,8.9,12,Active,6.5
MTR5088,North,Residential,25-02-2025,247.1,9.7,0,Active,6.5
MTR5089,North,Commercial,11-09-2025,662.4,19.4,1,Active,8.2
MTR5090,South,Residential,02-04-2025,305.5,11.4,19,Active,6.5
MTR5091,Central,Residential,10-08-2025,292.4,10.5,4,Active,6.5
MTR5092,South,Industrial,11-05-2025,1561.1,57.9,0,Active,9.5
MTR5093,North,Commercial,10-02-2025,1094,36.8,4,Active,8.2
MTR5094,South,Industrial,09-04-2025,1843.4,67.9,2,Active,9.5
MTR5095,South,Commercial,27-03-2025,942.2,36,16,Active,8.2
MTR5096,North,Residential,14-07-2025,281.5,9.2,22,Faulty,6.5
MTR5097,South,Residential,15-03-2025,276.5,8.7,2,Active,6.5
MTR5098,Central,Residential,06-09-2025,253.4,7.3,3,Active,6.5
MTR5099,Central,Industrial,15-10-2025,1177.1,42,1,Faulty,9.5
MTR5100,South,Residential,29-03-2025,278.2,8.5,0,Faulty,6.5
MTR5101,South,Industrial,16-05-2025,1646.8,56.1,2,Active,9.5
MTR5102,South,Industrial,21-03-2025,1810.7,69.1,3,Active,9.5
MTR5103,North,Industrial,06-07-2025,1330.2,44.3,11,Active,9.5
MTR5104,South,Industrial,15-10-2025,1580.4,47.4,2,Active,9.5
MTR5105,South,Commercial,03-04-2025,691.2,20,5,Active,8.2
MTR5106,North,Industrial,09-07-2025,1564.3,46.5,5,Active,9.5
MTR5107,North,Commercial,05-04-2025,668.7,24.9,3,Active,8.2
MTR5108,South,Industrial,21-01-2025,1985.1,66.3,8,Active,9.5
MTR5109,North,Residential,12-02-2025,277.9,8.4,3,Faulty,6.5
MTR5110,South,Residential,16-09-2025,259.8,7.5,7,Active,6.5
MTR5111,North,Industrial,07-11-2025,1579.3,46.7,8,Active,9.5
MTR5112,South,Residential,04-09-2025,325.1,11.7,10,Active,6.5
MTR5113,South,Industrial,05-03-2025,1807.5,55,14,Active,9.5
MTR5114,Central,Residential,02-10-2025,241.3,7.2,21,Faulty,6.5
MTR5115,Central,Commercial,18-09-2025,809,25.1,4,Active,8.2
MTR5116,North,Commercial,20-08-2025,1073.6,34.6,2,Active,8.2
MTR5117,South,Commercial,02-01-2025,724.6,26.2,19,Active,8.2
MTR5118,South,Commercial,27-10-2025,695.3,20.5,3,Active,8.2
MTR5119,Central,Commercial,22-08-2025,845.1,28.1,1,Active,8.2
MTR5120,Central,Commercial,03-09-2025,631.1,18.8,0,Faulty,8.2
MTR5121,South,Industrial,14-08-2025,1540.3,46,3,Active,9.5
MTR5122,North,Commercial,22-12-2025,1100.1,36.8,1,Faulty,8.2
MTR5123,North,Commercial,25-03-2025,795.4,28.1,3,Active,8.2
MTR5124,Central,Industrial,11-11-2025,1241.5,47.5,3,Active,9.5
MTR5125,North,Industrial,24-02-2025,1532.6,48.6,2,Faulty,9.5
MTR5126,Central,Residential,25-05-2025,216.5,8.1,5,Active,6.5
MTR5127,North,Residential,29-11-2025,323.9,10.8,2,Active,6.5
MTR5128,South,Residential,12-08-2025,189.3,6.6,4,Active,6.5
MTR5129,Central,Residential,17-03-2025,326.2,10.2,1,Active,6.5
MTR5130,Central,Industrial,23-10-2025,1010.4,33.7,6,Active,9.5
MTR5131,Central,Commercial,11-02-2025,847.6,26.8,5,Active,8.2
MTR5132,North,Commercial,07-07-2025,686.7,19.8,2,Active,8.2
MTR5133,North,Residential,20-01-2025,311.9,8.9,20,Active,6.5
MTR5134,Central,Industrial,12-10-2025,1866.4,61,16,Active,9.5
MTR5135,Central,Residential,21-07-2025,243.7,8.7,8,Active,6.5
MTR5136,South,Industrial,08-01-2025,1675.4,65.8,5,Active,9.5
MTR5137,North,Industrial,19-11-2025,1650.7,54.1,4,Active,9.5
MTR5138,South,Industrial,30-05-2025,1721.8,52.7,0,Active,9.5
MTR5139,Central,Residential,08-07-2025,324.5,9.7,13,Active,6.5
MTR5140,Central,Commercial,17-03-2025,727.2,27.2,16,Active,8.2
MTR5141,North,Industrial,19-11-2025,1460.4,45.7,13,Active,9.5
MTR5142,Central,Industrial,21-11-2025,1182.4,46.8,17,Active,9.5
MTR5143,North,Commercial,06-02-2025,763.1,28.1,1,Active,8.2
MTR5144,North,Industrial,12-04-2025,1223.2,39.2,3,Faulty,9.5
MTR5145,Central,Residential,27-05-2025,280.7,10.3,1,Active,6.5
MTR5146,Central,Industrial,05-05-2025,1433.3,41.7,1,Active,9.5
MTR5147,Central,Commercial,08-01-2025,659.8,25.9,5,Active,8.2
MTR5148,Central,Residential,08-09-2025,262.3,8.2,8,Active,6.5
MTR5149,Central,Industrial,24-08-2025,1663.5,55.6,8,Active,9.5
MTR5150,North,Industrial,03-03-2025,1468.8,50,5,Active,9.5
MTR5151,South,Commercial,22-07-2025,714.7,26.5,5,Active,8.2
MTR5152,Central,Residential,08-06-2025,307.3,10.1,2,Active,6.5
MTR5153,South,Commercial,13-07-2025,686.5,21.9,18,Active,8.2
MTR5154,North,Commercial,17-01-2025,921.6,29.4,2,Active,8.2
MTR5155,North,Industrial,10-12-2025,1572.2,55.3,8,Active,9.5
MTR5156,South,Industrial,03-02-2025,1306.7,37.6,1,Active,9.5
MTR5157,North,Industrial,09-10-2025,1739.4,53.4,13,Active,9.5
MTR5158,North,Commercial,09-12-2025,950.1,34.8,2,Active,8.2
MTR5159,North,Residential,14-06-2025,279.9,8.2,0,Active,6.5
MTR5160,South,Commercial,05-05-2025,850.8,29.1,0,Active,8.2
MTR5161,North,Residential,11-10-2025,282.6,9.1,9,Active,6.5
MTR5162,Central,Commercial,27-03-2025,716.5,25.5,12,Active,8.2
MTR5163,Central,Commercial,30-05-2025,646.3,22.7,34,Active,8.2
MTR5164,North,Residential,06-02-2025,251.7,8.2,4,Active,6.5
MTR5165,South,Commercial,06-11-2025,605.5,17.4,6,Active,8.2
MTR5166,North,Commercial,26-08-2025,1051.4,31.1,5,Active,8.2
MTR5167,North,Industrial,25-11-2025,1685.4,66.5,9,Active,9.5
MTR5168,North,Commercial,06-07-2025,676,22.6,19,Active,8.2
MTR5169,Central,Commercial,26-12-2025,718.8,22.1,6,Active,8.2
MTR5170,South,Commercial,07-03-2025,919.6,33,13,Active,8.2
MTR5171,South,Industrial,29-05-2025,1728.8,67.7,4,Active,9.5
MTR5172,North,Industrial,17-07-2025,1886.5,66.2,25,Active,9.5
MTR5173,North,Residential,29-11-2025,273.6,10.8,16,Active,6.5
MTR5174,North,Residential,03-01-2025,277.7,8.6,1,Active,6.5
MTR5175,Central,Industrial,13-03-2025,1576.5,53.7,19,Active,9.5
MTR5176,South,Industrial,24-06-2025,2001.2,66.3,12,Active,9.5
MTR5177,Central,Industrial,26-12-2025,1639.8,60.8,3,Active,9.5
MTR5178,North,Commercial,02-01-2025,757.3,26.7,0,Active,8.2
MTR5179,South,Industrial,10-05-2025,1722.1,54,11,Active,9.5
MTR5180,Central,Residential,16-06-2025,200.4,6.4,2,Active,6.5
MTR5181,South,Residential,28-09-2025,212.7,6.3,5,Active,6.5
MTR5182,Central,Residential,24-10-2025,259.9,8.1,2,Active,6.5
MTR5183,Central,Commercial,01-04-2025,862.5,30.4,1,Active,8.2
MTR5184,Central,Industrial,16-11-2025,1646.9,61.2,9,Active,9.5
MTR5185,South,Residential,19-09-2025,279.4,8.9,7,Active,6.5
MTR5186,South,Industrial,12-11-2025,1492.8,44,3,Active,9.5
MTR5187,North,Residential,15-06-2025,265.1,8.6,0,Active,6.5
MTR5188,South,Residential,14-11-2025,307.9,9.6,0,Active,6.5
MTR5189,South,Residential,20-05-2025,220.4,8.5,18,Active,6.5
MTR5190,Central,Residential,31-12-2025,231.9,7.9,0,Faulty,6.5
MTR5191,North,Commercial,11-09-2025,770.1,25.9,1,Faulty,8.2
MTR5192,North,Residential,24-04-2025,271.2,7.9,11,Active,6.5
MTR5193,Central,Residential,26-03-2025,265.2,8.7,3,Active,6.5
MTR5194,North,Industrial,30-11-2025,1734,54.7,0,Active,9.5
MTR5195,North,Commercial,14-11-2025,858.3,26.5,2,Active,8.2
MTR5196,Central,Commercial,15-11-2025,695.5,25.7,19,Active,8.2
MTR5197,Central,Commercial,25-06-2025,905.7,27.5,2,Active,8.2
MTR5198,North,Industrial,11-06-2025,1497.2,47.8,17,Active,9.5
MTR5199,South,Commercial,09-12-2025,959.4,28.5,2,Active,8.2
MTR5200,North,Commercial,09-07-2025,767.4,25.3,13,Active,8.2
MTR5201,South,Industrial,17-07-2025,1609.4,48.2,0,Active,9.5
MTR5202,North,Industrial,01-02-2025,1796.2,54,21,Active,9.5
MTR5203,Central,Residential,24-07-2025,339,9.9,20,Active,6.5
MTR5204,North,Industrial,15-11-2025,1416.1,40.6,8,Active,9.5
MTR5205,South,Industrial,09-07-2025,1403,44.2,2,Active,9.5
MTR5206,Central,Commercial,20-11-2025,751.2,23.4,0,Active,8.2
MTR5207,Central,Industrial,05-12-2025,1511.4,58.6,5,Active,9.5
MTR5208,South,Industrial,17-05-2025,1005.1,29.3,35,Active,9.5
MTR5209,North,Industrial,16-01-2025,1510.8,59.6,8,Active,9.5
MTR5210,Central,Commercial,26-05-2025,699.7,21.8,4,Active,8.2
MTR5211,Central,Commercial,16-07-2025,815.1,25.2,0,Active,8.2
MTR5212,South,Commercial,08-11-2025,757.5,25.4,1,Active,8.2
MTR5213,North,Commercial,18-11-2025,798.9,22.9,7,Active,8.2
MTR5214,Central,Industrial,30-05-2025,1811.1,54.8,2,Active,9.5
MTR5215,South,Industrial,20-04-2025,1958.6,69.6,0,Active,9.5
MTR5216,South,Industrial,06-08-2025,1843.9,58.1,1,Active,9.5
MTR5217,South,Residential,05-10-2025,289.3,10.4,10,Active,6.5
MTR5218,North,Residential,31-07-2025,245.5,7.2,5,Active,6.5
MTR5219,South,Commercial,16-08-2025,830.4,32.6,0,Active,8.2
MTR5220,North,Residential,21-12-2025,299.5,9.2,15,Active,6.5
MTR5221,North,Residential,11-04-2025,273.8,10.8,22,Active,6.5
MTR5222,South,Industrial,05-12-2025,1524.8,48,11,Active,9.5
MTR5223,North,Industrial,18-04-2025,1914,61.7,32,Active,9.5
MTR5224,North,Industrial,24-02-2025,1520.7,45.6,5,Active,9.5
MTR5225,South,Residential,28-08-2025,255.9,9.3,3,Active,6.5
MTR5226,Central,Industrial,19-05-2025,1673.4,54.2,1,Active,9.5
MTR5227,North,Residential,13-05-2025,227.1,7.1,12,Active,6.5
MTR5228,North,Commercial,28-05-2025,904.2,33.9,7,Active,8.2
MTR5229,North,Residential,02-12-2025,217.6,7,10,Active,6.5
MTR5230,South,Commercial,06-10-2025,803.2,26.2,3,Active,8.2
MTR5231,South,Commercial,15-02-2025,599.8,20.6,1,Active,8.2
MTR5232,South,Residential,31-08-2025,294.9,10.7,6,Active,6.5
MTR5233,South,Industrial,22-11-2025,1588.6,46.7,7,Active,9.5
MTR5234,Central,Industrial,08-04-2025,1469.8,56.7,16,Active,9.5
MTR5235,South,Commercial,23-08-2025,807.7,26.1,1,Faulty,8.2
MTR5236,North,Commercial,01-08-2025,759,22.4,9,Active,8.2
MTR5237,North,Commercial,22-03-2025,1000.7,37.9,15,Active,8.2
MTR5238,South,Residential,09-06-2025,292.1,10.5,5,Active,6.5
MTR5239,Central,Residential,13-03-2025,277.8,8.1,0,Active,6.5
MTR5240,Central,Commercial,05-09-2025,656.9,21.7,11,Faulty,8.2
MTR5241,South,Industrial,25-06-2025,1496.8,49.5,9,Active,9.5
MTR5242,North,Commercial,25-02-2025,975,28.6,3,Active,8.2
MTR5243,South,Residential,19-06-2025,277.3,8.3,3,Active,6.5
MTR5244,South,Residential,11-10-2025,242.5,8.8,13,Active,6.5
MTR5245,Central,Industrial,03-12-2025,2003.3,69.1,1,Active,9.5
MTR5246,Central,Commercial,12-12-2025,588.4,19.3,2,Active,8.2
MTR5247,Central,Industrial,07-08-2025,1875.8,56.1,2,Active,9.5
MTR5248,Central,Industrial,10-06-2025,1418,54.6,2,Active,9.5
MTR5249,North,Residential,15-05-2025,307.1,9.4,18,Active,6.5
MTR5250,North,Commercial,01-06-2025,919.3,27.3,3,Active,8.2
MTR5251,North,Residential,13-01-2025,163.3,6.1,2,Active,6.5
MTR5252,North,Commercial,02-05-2025,785.8,29.2,6,Active,8.2
MTR5253,North,Industrial,12-07-2025,1629.8,61.4,30,Active,9.5
MTR5254,South,Commercial,08-01-2025,840.3,24.9,11,Active,8.2
MTR5255,Central,Residential,14-10-2025,213.4,6.7,0,Active,6.5
MTR5256,Central,Commercial,05-03-2025,971.7,33.3,10,Active,8.2
MTR5257,Central,Industrial,03-12-2025,1549,50.8,9,Active,9.5
MTR5258,Central,Industrial,26-02-2025,1698.9,52.7,3,Active,9.5
MTR5259,South,Residential,22-08-2025,318.4,9.2,4,Active,6.5
MTR5260,North,Industrial,28-10-2025,1397.3,41.7,16,Active,9.5
MTR5261,Central,Commercial,10-05-2025,649,19.4,6,Active,8.2
MTR5262,Central,Industrial,17-07-2025,1647.8,62.2,10,Active,9.5
MTR5263,Central,Commercial,24-04-2025,735.5,25.3,4,Active,8.2
MTR5264,North,Commercial,25-03-2025,707.3,25.3,6,Active,8.2
MTR5265,South,Residential,26-02-2025,248,8.7,2,Active,6.5
MTR5266,North,Residential,20-01-2025,293.8,9.6,27,Active,6.5
MTR5267,South,Residential,10-05-2025,273.8,8,7,Active,6.5
MTR5268,Central,Commercial,17-02-2025,804.6,25,2,Active,8.2
MTR5269,South,Commercial,06-10-2025,844.9,30.5,5,Active,8.2
MTR5270,North,Industrial,26-02-2025,1962,63.8,5,Active,9.5
MTR5271,South,Residential,15-02-2025,197.4,7.7,2,Active,6.5
MTR5272,Central,Commercial,11-03-2025,943.1,27.3,0,Active,8.2
MTR5273,Central,Residential,08-06-2025,279.6,8.6,4,Active,6.5
MTR5274,North,Residential,03-12-2025,275,9.2,11,Active,6.5
MTR5275,South,Commercial,26-08-2025,887.3,27.9,5,Active,8.2
MTR5276,Central,Industrial,01-12-2025,1549.5,58.2,39,Active,9.5
MTR5277,South,Residential,06-07-2025,236.3,7.5,4,Active,6.5
MTR5278,South,Commercial,06-08-2025,733.3,23.4,5,Active,8.2
MTR5279,South,Commercial,25-12-2025,901.8,27.2,5,Active,8.2
MTR5280,Central,Residential,01-03-2025,273.3,8.1,0,Active,6.5
MTR5281,North,Residential,02-06-2025,177.8,6.8,1,Active,6.5
MTR5282,Central,Commercial,25-09-2025,818.3,24,4,Active,8.2
MTR5283,South,Commercial,28-03-2025,793.6,28.1,26,Active,8.2
MTR5284,Central,Residential,07-01-2025,237,7,8,Active,6.5
MTR5285,North,Industrial,28-05-2025,1620.5,46.3,0,Faulty,9.5
MTR5286,South,Industrial,21-03-2025,1487.8,54.3,6,Active,9.5
MTR5287,South,Industrial,09-08-2025,1943.1,73.2,12,Active,9.5
MTR5288,South,Industrial,24-07-2025,1253.2,42.1,9,Active,9.5
MTR5289,South,Residential,13-02-2025,289.9,9.2,2,Active,6.5
MTR5290,Central,Industrial,07-05-2025,1779.9,52.2,2,Active,9.5
MTR5291,South,Industrial,05-01-2025,1624,48.5,0,Active,9.5
MTR5292,South,Commercial,25-02-2025,904.3,35.2,1,Active,8.2
MTR5293,North,Industrial,25-06-2025,1606.3,46.1,2,Active,9.5
MTR5294,North,Industrial,14-04-2025,1852.7,60.8,4,Active,9.5
MTR5295,South,Industrial,24-11-2025,1630,57.5,2,Active,9.5
MTR5296,North,Commercial,02-02-2025,820,26.2,15,Active,8.2
MTR5297,South,Industrial,12-05-2025,1734.1,68.9,1,Active,9.5
MTR5298,Central,Commercial,24-03-2025,934.4,27.6,18,Active,8.2
MTR5299,South,Residential,20-11-2025,252.6,10,16,Active,6.5
MTR5300,Central,Residential,30-09-2025,313.6,11.1,9,Active,6.5
MTR5301,Central,Commercial,25-09-2025,878.2,31.2,14,Active,8.2
MTR5302,Central,Commercial,03-10-2025,669.1,22.7,8,Active,8.2
MTR5303,South,Residential,04-11-2025,277.6,8.8,4,Active,6.5
MTR5304,South,Industrial,26-04-2025,1612.4,52.4,4,Active,9.5
MTR5305,North,Residential,10-11-2025,232.2,9.2,16,Active,6.5
MTR5306,Central,Industrial,18-08-2025,1328.9,38.6,1,Active,9.5
MTR5307,South,Industrial,01-09-2025,1782.1,57.5,0,Active,9.5
MTR5308,North,Commercial,06-08-2025,544.4,19.9,6,Faulty,8.2
MTR5309,South,Industrial,30-05-2025,1503.7,43.4,0,Active,9.5
MTR5310,Central,Industrial,08-02-2025,1618,53.1,3,Active,9.5
MTR5311,Central,Industrial,28-03-2025,1234.5,37.3,7,Active,9.5
MTR5312,Central,Commercial,26-07-2025,717.5,26.9,2,Active,8.2
MTR5313,North,Residential,17-11-2025,172.1,5.3,2,Active,6.5
MTR5314,Central,Residential,07-05-2025,271.2,10.7,12,Faulty,6.5
MTR5315,South,Industrial,01-05-2025,1512.9,59,0,Active,9.5
MTR5316,South,Residential,18-01-2025,276.4,9.3,19,Active,6.5
MTR5317,North,Commercial,15-12-2025,744.8,24.9,3,Active,8.2
MTR5318,South,Commercial,16-07-2025,678.3,19.6,16,Faulty,8.2
MTR5319,North,Residential,31-10-2025,282.9,10.6,13,Active,6.5
MTR5320,North,Residential,27-09-2025,282.1,9.1,10,Active,6.5
MTR5321,Central,Residential,08-09-2025,200.5,5.8,17,Active,6.5
MTR5322,South,Commercial,23-03-2025,666.9,19.9,0,Active,8.2
MTR5323,North,Industrial,13-05-2025,1578.5,50.4,6,Faulty,9.5
MTR5324,South,Residential,19-11-2025,265.4,8.7,0,Active,6.5
MTR5325,South,Residential,07-11-2025,239.7,6.9,0,Active,6.5
MTR5326,South,Commercial,17-06-2025,775.7,25,3,Active,8.2
MTR5327,Central,Commercial,18-10-2025,721.6,21.1,11,Active,8.2
MTR5328,South,Industrial,27-03-2025,1705,62.9,17,Active,9.5
MTR5329,North,Residential,19-11-2025,289.1,9.8,6,Faulty,6.5
MTR5330,Central,Residential,30-04-2025,216.6,8.2,15,Active,6.5
MTR5331,South,Commercial,08-04-2025,468.7,16.3,4,Active,8.2
MTR5332,Central,Commercial,17-05-2025,784.1,26.6,2,Faulty,8.2
MTR5333,Central,Industrial,13-09-2025,1662.3,55,0,Active,9.5
MTR5334,Central,Residential,02-08-2025,269.7,8.8,31,Active,6.5
MTR5335,Central,Residential,14-12-2025,195.2,5.7,1,Active,6.5
MTR5336,Central,Commercial,30-08-2025,924,31.6,7,Active,8.2
MTR5337,Central,Residential,20-05-2025,265.1,9.2,14,Active,6.5
MTR5338,North,Industrial,06-05-2025,1723,61.9,16,Active,9.5
MTR5339,North,Residential,18-05-2025,304.8,9.9,7,Active,6.5
MTR5340,Central,Commercial,04-09-2025,847.9,29.7,9,Active,8.2
MTR5341,Central,Commercial,14-09-2025,777.6,25.9,16,Active,8.2
MTR5342,Central,Residential,09-03-2025,248.3,9,9,Active,6.5
MTR5343,Central,Commercial,08-05-2025,830.4,24.1,9,Active,8.2
MTR5344,North,Residential,09-09-2025,289.7,8.3,22,Active,6.5
MTR5345,South,Industrial,19-10-2025,1739.5,54.4,0,Active,9.5
MTR5346,North,Commercial,23-11-2025,780.8,22.5,9,Active,8.2
MTR5347,North,Industrial,21-08-2025,2485.9,71.5,43,Active,9.5
MTR5348,North,Commercial,11-08-2025,767.4,26.2,3,Active,8.2
MTR5349,Central,Industrial,28-01-2025,1719.9,56.3,13,Active,9.5
MTR5350,North,Industrial,12-11-2025,1290,40.5,4,Active,9.5
MTR5351,South,Industrial,31-08-2025,1354.3,42.2,2,Active,9.5
MTR5352,South,Commercial,19-02-2025,763.1,27.7,1,Active,8.2
MTR5353,South,Industrial,25-06-2025,1956.3,61.8,37,Active,9.5
MTR5354,South,Commercial,23-10-2025,648,19,2,Active,8.2
MTR5355,South,Industrial,24-03-2025,1372.2,40.2,4,Active,9.5
MTR5356,North,Commercial,23-07-2025,901,27.5,1,Active,8.2
MTR5357,South,Industrial,05-04-2025,1952.7,62.4,2,Active,9.5
MTR5358,North,Industrial,29-05-2025,1831.5,64.1,4,Active,9.5
MTR5359,South,Commercial,22-04-2025,834.6,25.6,1,Active,8.2
MTR5360,Central,Industrial,05-06-2025,1861.2,60.7,9,Active,9.5
MTR5361,North,Residential,16-05-2025,216.2,6.4,2,Active,6.5
MTR5362,Central,Commercial,03-11-2025,990.5,30.1,10,Active,8.2
MTR5363,North,Commercial,24-04-2025,701.1,22.9,1,Active,8.2
